TimeSeriesId,Region,Product_Hierachy1,Product_Hierachy2,Product_Hierachy3,ABC_Classification,XYZ_Predictability,Price_Normalized,First_Goods_Issue_Date,Effective_Out_Date
409,U,82,41,256,B,Z,0.1738,3/27/2017,12/31/2030
410,I,72,10,21,C,Z,0.0317,10/31/2022,12/31/2030
411,N,82,41,256,C,Z,0.3176,5/7/2018,12/31/2030
412,I,72,10,18,A,Z,0.1078,2/28/2022,12/31/2030
413,S,73,56,90,C,Z,0.0823,1/17/2022,12/31/2030
414,C,82,41,257,B,Z,0.1875,4/8/2013,12/31/2030
415,N,73,53,88,C,Z,0.0085,3/12/2018,12/31/2030
416,C,73,53,81,C,Z,0.1577,2/17/2020,12/31/2030
417,I,82,41,257,C,Z,0.0961,5/9/2011,12/31/2030
418,C,72,21,29,B,X,0.0614,10/26/2015,12/31/2030
419,C,73,53,81,C,Z,0.2107,2/10/2020,12/31/2030
420,M,73,56,96,C,Z,0.0097,11/29/2010,12/31/2030
421,S,72,85,326,C,X,0.0032,7/1/2013,12/31/2030
422,S,73,56,91,C,Z,0.0724,1/31/2022,12/31/2030
423,U,72,10,17,A,Z,0.0407,1/21/2019,12/31/2030
424,C,82,42,263,B,Z,0.1406,9/8/2014,12/31/2030
425,I,73,57,109,A,Z,0.4636,4/6/2015,12/31/2030
426,M,72,10,17,A,Z,0.0633,11/2/2020,12/31/2030
427,N,72,21,55,B,Z,0.1373,8/31/2020,12/31/2030
428,M,82,41,256,A,X,0.1434,10/2/2017,12/31/2030
429,S,72,20,39,C,N,0.0522,6/24/2019,12/31/2030
430,S,72,14,9,A,Z,0.1143,2/6/2017,12/31/2030
431,S,72,21,55,B,X,0.0612,5/29/2017,12/31/2030
432,S,82,41,257,C,X,0.1005,11/29/2010,12/31/2030
433,I,82,41,255,C,Z,0.0654,11/29/2010,12/31/2030
434,M,73,56,92,B,Z,0.0928,5/17/2021,12/31/2030
435,I,72,0,236,C,Z,0.0002,4/22/2019,12/31/2030
436,S,82,41,255,C,Z,0.2081,12/6/2010,12/31/2030
437,M,72,14,9,C,Z,0.1118,8/29/2022,12/31/2030
438,S,72,20,39,C,Z,0.0359,12/12/2016,12/31/2030
439,S,82,41,258,C,Z,0.0117,5/1/2017,12/31/2030
440,C,73,21,32,A,X,0.0543,12/25/2017,12/31/2030
441,S,72,90,144,C,N,0.0045,10/20/2014,12/31/2030
442,M,72,10,18,C,Z,0.1078,4/18/2022,12/31/2030
443,M,73,56,97,C,Y,0.0023,12/13/2010,12/31/2030
444,N,82,42,254,A,X,0.8151,6/28/2021,12/31/2030
445,M,72,90,144,C,Z,0.0451,10/6/2014,12/31/2030
446,N,72,21,25,B,Z,0.0704,8/20/2018,12/31/2030
447,U,72,10,17,C,Z,0.1061,4/4/2022,12/31/2030
448,N,72,21,61,A,X,0.0917,1/12/2015,12/31/2030
449,S,73,53,88,C,Z,0.0102,2/19/2018,12/31/2030
450,N,72,90,144,C,X,0.0451,12/29/2014,12/31/2030
451,I,72,10,21,C,Z,0.0055,6/2/2014,12/31/2030
452,I,82,85,719,C,Z,0.0052,6/26/2017,12/31/2030
453,C,72,23,41,B,Z,0.0489,4/19/2021,12/31/2030
454,S,73,56,91,C,Z,0.0292,1/31/2022,12/31/2030
455,S,72,85,326,C,X,0.0031,7/1/2013,12/31/2030
456,S,82,42,263,A,X,0.0468,9/4/2017,12/31/2023
457,N,73,56,92,A,Z,0.04,2/14/2022,12/31/2030
458,N,82,41,255,B,Z,0.9762,12/6/2021,12/31/2030
459,S,82,42,263,C,X,0.0294,7/4/2011,6/30/2024
460,U,72,16,54,C,Z,0.0179,9/10/2018,12/31/2030
461,S,72,85,648,B,Z,0.0486,9/6/2021,12/31/2030
462,M,73,53,81,C,Z,0.2414,4/18/2022,12/31/2030
463,S,82,40,259,B,Z,0.0585,8/20/2018,12/31/2023
464,I,73,58,796,B,Z,0.0152,5/22/2017,12/31/2030
465,S,72,20,39,A,X,0.0479,2/24/2014,12/31/2030
466,S,82,40,259,A,Z,0.1148,4/4/2022,12/31/2030
467,I,82,41,255,B,Z,0.9762,1/17/2022,12/31/2030
468,C,72,21,25,A,X,0.0397,3/19/2012,12/31/2030
469,U,82,41,258,C,Z,0.0153,10/22/2012,12/31/2030
470,C,72,21,25,A,X,0.0417,8/23/2021,12/31/2030
471,U,72,21,625,C,Z,0.0102,7/3/2017,12/31/2030
472,U,73,75,605,C,Z,0.0056,11/7/2011,12/31/2030
473,M,72,85,326,C,Z,0.0058,7/15/2013,12/31/2030
474,U,82,41,256,C,Z,0.0925,8/10/2020,12/31/2023
475,N,73,75,605,C,Z,0.0038,2/27/2012,12/31/2030
476,M,73,21,101,B,Z,0.0075,5/20/2019,12/31/2030
477,I,72,20,39,C,Z,0.0479,5/5/2014,12/31/2030
478,C,82,90,172,C,Z,0.1931,3/13/2017,12/31/2024
479,S,72,21,55,A,Z,0.1136,4/30/2018,12/31/2030
480,I,73,53,88,C,Z,0.0047,11/29/2010,12/31/2030
481,I,82,41,256,C,Z,0.1854,9/30/2013,12/31/2030
482,I,72,10,17,A,Z,0.106,2/28/2022,12/31/2030
483,C,73,56,90,C,Z,0.0922,1/3/2022,12/31/2030
484,M,73,53,81,B,Z,0.3539,2/17/2020,10/31/2023
485,S,82,42,263,C,Z,0.2716,5/3/2021,12/31/2030
486,M,72,85,648,B,Z,0.0486,9/6/2021,12/31/2030
487,M,72,12,5,A,Z,0.0263,3/8/2021,12/31/2030
488,S,72,23,41,C,Z,0.0627,10/19/2020,12/31/2030
489,I,73,0,85,C,Z,0.0251,11/29/2010,12/31/2030
490,U,73,90,320,C,Z,0.0071,8/6/2012,12/31/2030
491,I,82,40,259,B,Z,0.0593,3/30/2015,12/31/2030
492,I,72,21,61,A,Z,0.0857,6/4/2012,12/31/2030
493,C,73,53,108,C,Z,0.0129,3/12/2018,12/31/2030
494,C,82,41,258,C,Z,0.0023,1/31/2011,12/31/2030
495,N,73,56,97,C,Z,0.0032,3/14/2022,12/31/2030
496,N,82,42,319,C,Z,0.2593,9/2/2019,12/31/2030
497,N,72,85,719,C,Z,0.0046,9/10/2018,12/31/2030
498,I,82,42,254,B,Z,0.025,9/23/2019,12/31/2030
499,N,82,42,254,C,Z,0.0494,10/3/2022,12/31/2030
500,U,82,41,256,A,Z,0.1,7/6/2020,12/31/2023
501,I,82,41,258,C,Z,0.0175,11/24/2014,12/31/2030
502,N,82,40,259,C,Z,0.0322,8/27/2018,12/31/2023
503,S,82,41,256,C,Z,0.0733,4/25/2016,12/31/2030
504,C,73,0,85,B,Z,0.0251,12/6/2010,12/31/2030
505,I,73,56,96,C,N,0.0105,12/27/2010,12/31/2030
506,M,82,41,256,C,Z,0.0326,8/8/2016,12/31/2023
507,S,73,57,109,C,N,0.0065,8/22/2016,12/31/2030
508,I,72,10,18,C,Z,0.1025,2/1/2021,12/31/2030
509,S,72,10,18,C,Z,0.1025,2/1/2021,12/31/2030
510,N,72,10,18,C,Z,0.0603,1/4/2021,12/31/2030
511,N,73,57,109,C,Z,0.0153,12/31/2012,12/31/2030
512,S,72,20,37,A,X,0.0694,10/8/2012,12/31/2030
513,S,73,53,108,A,Z,0.6126,1/25/2021,12/31/2030
514,N,73,21,101,C,X,0.0106,3/28/2011,12/31/2030
515,U,73,21,101,B,Y,0.0075,3/12/2018,12/31/2030
516,M,82,42,263,B,Z,0.1406,9/8/2014,12/31/2030
517,M,82,85,732,C,Z,0.0813,9/14/2015,12/31/2023
518,N,82,41,258,B,X,0.0199,11/29/2010,12/31/2030
519,M,82,41,258,B,Z,0.0199,11/29/2010,12/31/2030
520,I,72,12,5,A,X,0.0296,3/22/2021,12/31/2030
521,C,82,90,172,C,Z,0.0012,10/5/2020,12/31/2030
522,U,82,40,331,C,Z,0.0809,3/31/2014,12/31/2030
523,S,72,20,38,A,Z,0.0533,3/14/2011,12/31/2030
524,S,72,85,649,C,Z,0.0184,11/23/2015,12/31/2030
525,I,82,41,256,C,Z,0.0492,11/29/2010,12/31/2030
526,S,73,58,796,C,N,0.0042,11/2/2020,12/31/2030
527,S,82,41,256,C,Z,0.1411,6/4/2012,12/31/2030
528,M,72,21,26,C,Z,0.0512,5/30/2011,12/31/2030
529,I,72,21,55,B,Z,0.065,5/29/2017,12/31/2030
530,S,72,10,21,A,Z,0.025,5/10/2021,12/31/2030
531,M,73,58,796,C,Z,0.0058,2/2/2015,12/31/2030
532,I,73,57,109,C,Z,0.0267,5/18/2015,12/31/2030
533,M,82,40,259,B,Z,0.0766,2/1/2021,12/31/2030
534,M,72,10,17,A,Z,0.0672,7/27/2020,12/31/2030
535,N,82,40,259,A,Z,0.0333,8/13/2018,12/31/2023
536,N,82,85,649,C,X,0.0053,1/25/2016,8/31/2023
537,S,72,57,105,A,Z,0.0747,4/3/2017,12/31/2030
538,C,73,21,26,B,Z,0.0696,8/22/2011,12/31/2030
539,I,72,10,21,A,Z,0.0245,9/5/2022,12/31/2030
540,N,73,56,96,C,Z,0.0097,11/29/2010,12/31/2030
541,C,72,21,26,B,Z,0.0512,4/25/2011,12/31/2030
542,N,72,21,29,C,Z,0.0523,12/30/2013,12/31/2030
543,U,72,21,55,B,X,0.1137,4/30/2018,12/31/2030
544,N,73,58,796,C,Z,0.001,2/28/2022,12/31/2030
545,M,73,57,109,C,Z,0.0153,12/31/2012,12/31/2030
546,N,72,20,50,C,Z,0.0031,2/22/2021,12/31/2030
547,C,72,10,18,B,Z,0.122,5/2/2022,12/31/2030
548,I,72,10,17,A,X,0.0893,1/10/2022,12/31/2030
549,I,82,41,256,A,X,0.0934,5/25/2020,12/31/2023
550,C,72,90,144,B,Z,0.0945,4/6/2020,12/31/2030
551,C,72,27,247,C,Z,0.0738,3/7/2016,12/31/2030
552,I,72,57,105,C,Z,0.0512,5/8/2017,12/31/2030
553,C,72,16,54,C,Z,0.0179,4/30/2018,12/31/2030
554,S,72,20,39,A,Z,0.0319,5/5/2014,12/31/2030
555,S,72,85,680,C,Z,0.0364,10/3/2022,12/31/2030
556,C,82,41,256,C,Z,0.0348,7/11/2016,12/31/2023
557,M,72,10,18,C,Z,0.0294,11/30/2020,12/31/2030
558,S,72,16,54,C,Z,0.0179,6/25/2018,12/31/2030
559,U,72,10,18,C,Z,0.0727,10/12/2020,12/31/2030
560,S,72,10,17,C,Z,0.0737,10/19/2020,12/31/2030
561,C,73,58,149,C,Z,0.0041,2/24/2014,12/31/2030
562,I,82,41,256,C,Z,0.1411,8/27/2012,12/31/2030
563,I,72,10,21,A,Z,0.025,5/10/2021,12/31/2030
564,N,82,41,256,B,Z,0.1,8/17/2020,12/31/2023
565,U,82,40,259,B,Z,0.0483,7/13/2020,12/31/2023
566,S,72,10,18,C,Z,0.0844,3/21/2022,12/31/2030
567,I,73,53,81,C,N,0.2407,3/30/2020,12/31/2030
568,I,82,41,255,A,Z,0.2834,10/3/2016,12/31/2030
569,I,72,27,247,C,Z,0.0947,3/28/2016,12/31/2030
570,I,82,42,254,B,Z,0.7872,7/5/2021,12/31/2030
571,N,72,16,54,C,Z,0.0098,3/28/2011,12/31/2030
572,I,73,58,796,B,Z,0.0033,1/6/2014,12/31/2030
573,I,72,20,38,C,X,0.0533,4/25/2011,12/31/2030
574,I,82,41,255,C,Z,0.1007,2/15/2021,12/31/2030
575,N,73,57,109,C,Z,0.0322,7/7/2014,12/31/2030
576,S,72,10,18,C,Z,0.0326,11/2/2020,12/31/2030
577,I,72,10,18,C,Z,0.0326,11/23/2020,12/31/2030
578,M,72,0,21,C,X,0.01,4/7/2014,12/31/2030
579,M,82,41,256,C,Z,0.0082,11/23/2020,12/31/2030
580,C,82,41,255,A,X,0.8954,11/11/2019,12/31/2030
581,I,73,53,88,C,Z,0.0102,2/19/2018,12/31/2030
582,I,72,10,18,C,N,0.0635,11/23/2020,6/30/2024
583,N,73,56,91,C,Z,0.0933,1/17/2022,12/31/2030
584,M,72,20,38,A,X,0.0462,1/16/2017,12/31/2030
585,S,82,41,256,B,X,0.0764,5/11/2020,12/31/2023
586,C,73,56,90,A,Z,0.0911,10/18/2021,12/31/2030
587,I,72,27,247,C,Z,0.0714,10/3/2022,12/31/2030
588,S,82,41,256,C,Z,0.0381,4/4/2016,12/31/2030
589,I,72,21,55,A,Z,0.0643,4/30/2018,12/31/2030
590,U,72,10,18,C,Z,0.1027,2/1/2021,12/31/2030
591,M,72,20,62,C,Z,0.0404,4/26/2021,12/31/2030
592,C,72,77,33,A,Z,0.0632,11/29/2010,12/31/2030
593,C,72,14,9,B,Z,0.1167,11/29/2010,12/31/2030
594,M,73,53,81,C,Z,0.3203,3/23/2020,12/31/2030
595,I,82,40,259,A,X,0.0563,1/25/2021,12/31/2030
596,U,82,41,256,C,Z,0.0082,9/28/2020,12/31/2030
597,N,73,53,88,C,Z,0.0102,4/23/2018,12/31/2030
598,N,72,10,17,C,Z,0.0293,11/9/2020,12/31/2030
599,C,72,85,719,C,Z,0.0035,9/10/2018,12/31/2030
600,N,72,85,719,B,Z,0.0106,3/23/2020,12/31/2030
601,C,73,56,96,C,Z,0.0097,11/29/2010,12/31/2030
602,N,82,41,255,A,X,0.8954,1/20/2020,12/31/2030
603,M,73,56,91,A,X,0.0704,1/17/2022,12/31/2030
604,N,72,90,132,B,Z,0.0274,9/17/2018,12/31/2030
605,I,73,53,88,C,Z,0.0085,2/26/2018,12/31/2030
606,S,72,27,247,C,Z,0.1193,7/20/2020,12/31/2023
607,N,73,53,81,C,Z,0.2099,2/24/2020,12/31/2030
608,M,82,41,257,C,Z,0.0961,11/29/2010,12/31/2030
609,S,72,14,9,C,Z,0.1118,9/19/2022,12/31/2030
610,I,82,41,256,C,Z,0.1271,4/10/2017,12/31/2030
611,M,82,41,255,C,Z,0.1301,12/13/2021,12/31/2030
612,C,73,56,96,B,Z,0.0103,11/29/2010,12/31/2030
613,C,72,27,247,A,X,0.0736,1/25/2016,12/31/2030
614,N,72,12,5,C,Z,0.0262,7/4/2022,12/31/2030
615,N,82,41,256,A,Z,0.1434,8/28/2017,12/31/2030
616,N,72,21,625,A,X,0.0102,5/22/2017,12/31/2030
617,N,82,40,259,C,Z,0.0662,5/3/2021,12/31/2023
618,N,82,41,256,B,X,0.0421,4/3/2017,12/31/2030
619,N,72,10,17,C,Z,0.0128,8/26/2019,12/31/2030
620,M,82,41,256,C,Z,0.1136,5/1/2017,12/31/2030
621,I,72,10,17,C,X,0.0264,8/3/2020,12/31/2030
622,C,72,14,9,C,Z,0.0666,2/27/2017,12/31/2030
623,C,72,90,144,B,Z,0.0451,9/15/2014,12/31/2030
624,S,82,40,259,A,Z,0.0593,2/23/2015,12/31/2030
625,S,73,53,81,A,Z,0.0539,3/14/2022,12/31/2030
626,C,72,16,54,C,Z,0.0219,9/12/2022,12/31/2030
627,S,72,57,105,A,X,0.0578,3/6/2017,12/31/2030
628,M,73,57,111,B,Z,0.0335,3/4/2019,12/31/2030
629,I,82,41,256,A,Z,0.2626,8/28/2017,12/31/2030
630,I,73,57,106,C,Z,0.0511,2/13/2017,7/31/2023
631,N,72,10,18,C,Z,0.0529,8/31/2020,12/31/2030
632,M,73,56,97,A,Z,0.0025,4/4/2016,12/31/2030
633,I,72,14,9,C,Z,0.0666,2/27/2017,12/31/2030
634,I,72,21,55,B,Z,0.1136,5/14/2018,12/31/2030
635,U,73,58,796,C,Z,0.0022,5/31/2021,12/31/2030
636,C,73,57,109,C,Z,0.0322,7/7/2014,12/31/2030
637,M,82,41,255,C,Z,0.1007,3/1/2021,12/31/2030
638,I,72,21,61,C,Z,0.0733,11/29/2010,12/31/2030
639,S,72,20,39,C,Z,0.0632,12/19/2016,12/31/2030
640,M,73,51,104,B,Z,0.0178,1/17/2011,12/31/2030
641,C,72,21,25,B,Z,0.0385,6/6/2016,12/31/2030
642,I,82,42,263,B,Z,0.1406,9/8/2014,12/31/2030
643,C,72,10,17,C,X,0.0264,7/27/2020,12/31/2030
644,C,82,90,172,C,Z,0.2192,6/15/2015,12/31/2030
645,N,73,58,796,C,Z,0.0038,2/3/2020,12/31/2030
646,M,72,85,680,A,Z,0.0466,2/1/2016,12/31/2030
647,M,73,56,97,C,Y,0.0024,12/13/2010,12/31/2030
648,M,82,40,259,B,Z,0.0593,7/19/2021,12/31/2030
649,I,82,41,258,A,Z,0.0303,5/5/2014,12/31/2030
650,S,82,41,256,C,Z,0.2406,6/17/2019,12/31/2030
651,C,73,53,81,B,Z,0.1608,1/20/2020,12/31/2030
652,N,82,42,263,A,X,0.0308,3/28/2011,12/31/2030
653,C,82,41,256,C,Z,0.0318,4/11/2016,12/31/2030
654,N,72,14,9,C,Z,0.0714,9/12/2022,12/31/2030
655,I,73,90,220,A,Z,0.0069,8/20/2018,12/31/2030
656,S,72,85,326,C,Z,0.006,7/1/2013,12/31/2030
657,M,73,53,81,C,Z,0.154,1/20/2020,12/31/2030
658,M,73,58,796,B,Z,0.0099,11/3/2014,12/31/2030
659,S,82,40,259,A,X,0.0387,3/2/2015,12/31/2030
660,I,73,57,109,B,Z,0.1919,12/12/2016,12/31/2030
661,N,82,41,258,C,Z,0.0142,7/13/2020,12/31/2030
662,U,72,90,132,C,Z,0.0184,6/25/2018,12/31/2030
663,N,73,53,81,B,Z,0.0539,2/28/2022,12/31/2030
664,N,82,42,319,B,X,0.2879,4/20/2015,12/31/2023
665,U,72,10,18,C,Z,0.0603,2/15/2021,12/31/2030
666,S,72,20,37,B,Z,0.0789,10/8/2012,12/31/2030
667,M,72,85,719,C,Z,0.0035,1/14/2019,12/31/2030
668,M,73,56,91,B,Z,0.082,12/13/2021,12/31/2030
669,N,82,41,255,C,Z,0.1007,10/26/2020,12/31/2030
670,S,73,53,108,B,Z,0.0091,6/3/2013,12/31/2030
671,C,72,20,50,C,X,0.0032,2/8/2021,12/31/2030
672,M,73,53,88,C,Z,0.0095,3/4/2019,12/31/2030
673,N,73,58,149,C,Z,0.0045,4/23/2012,12/31/2030
674,N,72,10,18,B,X,0.1109,8/31/2020,6/30/2024
675,M,72,85,648,B,Z,0.061,3/26/2018,12/31/2030
676,M,72,10,21,C,Z,0.0085,6/16/2014,12/31/2030
677,C,73,57,109,A,Z,0.094,3/6/2017,12/31/2030
678,M,73,57,109,C,Y,0.3456,10/22/2012,12/31/2030
679,I,72,21,25,C,Z,0.046,1/3/2011,12/31/2030
680,M,73,57,109,C,X,0.0534,2/5/2018,12/31/2030
681,M,72,77,33,C,Z,0.0567,1/10/2022,12/31/2030
682,N,72,10,17,C,Z,0.0737,11/23/2020,12/31/2030
683,N,82,85,648,C,Z,0.0156,1/18/2021,12/31/2030
684,S,72,10,18,C,X,0.0672,11/2/2015,12/31/2030
685,I,73,57,112,B,Z,0.0412,1/31/2022,12/31/2030
686,C,73,53,81,C,Z,0.1577,1/20/2020,12/31/2030
687,I,82,42,254,C,Z,0.406,8/12/2019,12/31/2030
688,S,82,41,255,C,Z,0.0654,11/29/2010,12/31/2030
689,M,72,20,39,C,Z,0.0522,4/29/2019,12/31/2030
690,N,73,53,81,A,Z,0.3722,2/24/2020,10/31/2023
691,S,82,41,258,B,Z,0.0422,7/12/2021,12/31/2030
692,N,72,20,36,C,Z,0.0627,11/29/2010,12/31/2030
693,M,72,90,172, ,N,0.0207,7/9/2018,12/31/2030
694,I,82,40,331,C,Z,0.0809,3/17/2014,12/31/2030
695,M,73,51,102,C,Z,0.1802,1/10/2011,12/31/2030
696,M,72,20,50,C,X,0.0032,3/1/2021,12/31/2030
697,C,82,90,172,C,Z,0.0894,10/26/2020,11/30/2024
698,N,72,16,54,C,Z,0.0179,6/25/2018,12/31/2030
699,S,73,56,96,A,Z,0.0135,1/17/2022,12/31/2030
700,C,73,53,89,C,Z,0.0093,11/29/2010,12/31/2030
701,M,73,53,88,C,Z,0.0103,3/5/2018,12/31/2030
702,M,72,23,41,Unknown,Unknown,0.0658,11/16/2020,12/31/2030
703,S,72,20,39,A,Z,0.0862,8/3/2015,6/30/2023
704,S,72,16,248,C,Z,0.0405,2/16/2015,12/31/2030
705,S,82,40,260,B,Z,0.0441,10/20/2014,12/31/2030
706,I,72,10,18,B,Z,0.1615,9/14/2020,6/30/2024
707,C,72,20,40,C,Z,0.0552,11/29/2010,12/31/2030
708,M,82,41,258,C,Z,0.0106,4/29/2013,12/31/2030
709,I,72,85,326,C,Z,0.0032,9/9/2013,12/31/2030
710,M,73,21,32,C,Z,0.0921,1/17/2022,12/31/2030
711,U,82,41,258,Unknown,Unknown,0.0368,10/12/2020,12/31/2030
712,M,73,53,81,B,Z,0.2099,2/17/2020,12/31/2030
713,S,82,41,258,C,Z,0.0053,7/4/2016,12/31/2023
714,I,72,10,17,A,Z,0.0852,11/16/2020,12/31/2030
715,I,82,41,255,C,Z,0.129,5/25/2020,12/31/2030
716,C,73,21,101,B,Z,0.0115,11/29/2010,12/31/2030
717,M,82,40,260,C,Z,0.1115,8/24/2015,12/31/2030
718,M,73,53,81,A,Z,0.0772,2/27/2012,12/31/2030
719,I,82,41,258,C,Z,0.0277,12/20/2010,12/31/2030
720,C,73,58,796,C,Z,0.0118,8/6/2018,12/31/2030
721,I,73,58,796,C,Z,0.0095,11/4/2013,12/31/2030
722,S,82,41,256,A,Z,0.3176,5/7/2018,12/31/2030
723,N,72,21,25,A,Z,0.0397,5/7/2012,12/31/2030
724,C,72,21,29,C,Z,0.0644,11/29/2010,12/31/2030
725,N,82,41,256,B,Z,0.0324,6/6/2016,12/31/2030
726,M,82,41,256,B,Z,0.0326,10/10/2016,12/31/2030
727,N,72,14,9,B,Z,0.0662,2/27/2017,12/31/2030
728,S,73,57,109,C,Z,0.3456,10/15/2012,12/31/2030
729,S,73,56,90,A,Z,0.2121,6/20/2022,12/31/2030
730,C,72,0,21,C,Z,0.0102,10/5/2015,12/31/2030
731,S,72,21,55,C,Z,0.0643,10/1/2018,12/31/2030
732,I,72,21,625,B,Z,0.0098,10/2/2017,12/31/2030
733,I,72,21,29,A,X,0.0539,11/29/2010,12/31/2030
734,N,72,85,719,C,Z,0.0037,10/1/2018,12/31/2030
735,C,82,40,260,B,Z,0.07,8/17/2015,12/31/2030
736,N,73,53,81,A,X,0.0682,1/6/2014,12/31/2030
737,I,73,58,796,C,Z,0.007,7/6/2020,12/31/2030
738,I,73,53,88,C,Z,0.0103,2/26/2018,12/31/2030
739,M,73,51,102,C,Z,0.1947,8/20/2012,12/31/2030
740,N,72,21,61,C,Z,0.0733,11/29/2010,12/31/2030
741,M,82,90,172,Unknown,Unknown,0.0943,9/7/2020,12/31/2030
742,S,73,56,91,A,Z,0.0446,2/15/2016,12/31/2030
743,U,73,53,108,C,Z,0.0091,5/13/2013,12/31/2030
744,I,82,42,254,C,Z,0.225,4/8/2019,12/31/2030
745,S,72,10,18,A,Z,0.0789,7/12/2021,12/31/2030
746,N,73,57,106,B,Z,0.059,1/25/2021,12/31/2030
747,U,72,20,39,Unknown,Unknown,0.0376,1/18/2021,12/31/2030
748,S,73,58,149,C,Z,0.0025,5/6/2019,12/31/2030
749,I,73,56,96,B,Z,0.0103,11/29/2010,12/31/2030
750,S,73,56,90,A,Z,0.0923,1/3/2022,12/31/2030
751,S,82,41,258,B,Z,0.0277,12/20/2010,12/31/2030
752,S,72,57,105,A,X,0.0327,8/31/2020,12/31/2030
753,N,73,53,108,C,Z,0.0208,2/17/2014,12/31/2030
754,C,73,56,96,A,Z,0.0135,12/13/2021,12/31/2030
755,N,73,56,97,C,Z,0.0019,7/7/2014,12/31/2030
756,N,73,58,796,C,Z,0.0099,2/27/2017,12/31/2030
757,M,72,14,9,C,Z,0.0687,2/18/2013,12/31/2030
758,C,73,58,796,C,Z,0.0029,8/27/2018,12/31/2030
759,U,72,21,61,C,Z,0.0733,1/3/2011,12/31/2030
760,S,72,10,18,B,Z,0.0725,9/20/2021,12/31/2030
761,I,73,56,97,A,X,0.0025,5/9/2016,12/31/2030
762,I,73,85,649,A,Z,0.0234,7/9/2012,12/31/2030
763,M,72,10,21,C,Z,0.0055,6/16/2014,12/31/2030
764,M,73,53,108,A,Z,0.0208,2/10/2014,12/31/2030
765,C,73,56,90,C,Z,0.106,1/17/2022,12/31/2030
766,N,73,57,109,B,Z,0.0468,2/24/2020,12/31/2030
767,S,73,57,111,B,Z,0.0359,3/5/2018,12/31/2030
768,I,72,14,9,C,Y,0.0777,8/29/2022,12/31/2030
769,I,82,41,256,C,Z,0.0662,3/8/2021,12/31/2030
770,M,82,41,256,C,Z,0.0662,3/8/2021,12/31/2030
771,S,82,42,319,C,Z,0.2174,5/25/2015,12/31/2030
772,S,73,53,88,C,Z,0.0095,10/28/2019,12/31/2030
773,I,72,21,29,A,X,0.0772,10/14/2013,10/31/2023
774,M,73,57,109,C,Z,0.0267,5/18/2015,12/31/2030
775,I,72,20,39,B,Z,0.0668,7/13/2020,12/31/2030
776,M,73,53,81,C,N,0.2097,9/7/2020,12/31/2030
777,I,72,10,21,C,Z,0.0055,4/21/2014,12/31/2030
778,I,72,85,649,C,Z,0.0279,3/26/2018,12/31/2030
779,M,72,85,719,C,Z,0.0033,4/20/2020,12/31/2030
780,C,72,10,21,C,Z,0.0074,1/25/2021,12/31/2030
781,N,73,58,149,B,Z,0.0102,1/13/2014,12/31/2030
782,N,72,21,625,C,Z,0.0102,6/10/2019,12/31/2030
783,M,82,40,259,A,X,0.0381,3/16/2015,12/31/2030
784,M,73,58,796,B,Z,0.0056,11/4/2013,12/31/2030
785,M,72,85,719,C,Z,0.0045,12/14/2020,12/31/2030
786,U,73,56,96,C,Z,0.0103,1/24/2011,12/31/2030
787,C,72,23,41,C,Y,0.0242,7/18/2022,12/31/2030
788,I,72,85,326,C,X,0.0039,7/8/2013,12/31/2030
789,C,72,77,33,A,X,0.0514,11/29/2010,12/31/2030
790,N,72,20,50,C,Z,0.0032,2/22/2021,12/31/2030
791,S,73,56,96,C,Z,0.0105,11/29/2010,12/31/2030
792,C,82,41,256,A,Z,0.2696,8/28/2017,12/31/2030
793,M,82,41,258,A,Z,0.0194,12/20/2010,12/31/2030
794,S,82,41,258,C,Z,0.0113,3/6/2017,12/31/2030
795,I,72,85,326,C,Z,0.006,9/9/2013,12/31/2030
796,N,82,41,256,C,Z,0.0082,10/12/2020,11/30/2023
797,I,72,20,39,A,Z,0.0317,2/25/2019,12/31/2030
798,I,72,20,38,C,Z,0.0738,8/10/2020,12/31/2030
799,S,72,10,18,B,Z,0.0333,12/13/2021,12/31/2030
800,M,72,85,719,C,Z,0.0046,1/14/2019,12/31/2030
801,I,73,56,91,C,Z,0.0292,2/28/2022,12/31/2030
802,C,72,20,36,B,Z,0.0527,2/20/2012,12/31/2030
803,S,82,42,254,A,Z,0.4342,10/16/2017,12/31/2030
804,S,82,41,256,C,Z,0.0992,7/27/2020,12/31/2030
805,M,72,21,29,B,X,0.0614,10/26/2015,12/31/2030
806,S,72,10,18,C,Z,0.0751,9/5/2022,12/31/2030
807,M,72,14,9,C,Z,0.0666,4/24/2017,12/31/2030
808,N,82,41,258,C,Z,0.013,1/6/2014,12/31/2030
809,S,73,57,109,A,Z,0.0842,3/6/2017,12/31/2030
810,C,82,41,258,B,X,0.0713,5/31/2021,12/31/2030
811,U,72,10,17,A,Z,0.0664,3/14/2022,12/31/2030
812,M,73,56,90,B,Z,0.0804,1/4/2021,12/31/2030
813,S,82,41,256,C,Z,0.234,1/14/2019,12/31/2030
814,C,72,21,29,B,X,0.0518,11/29/2010,12/31/2030
815,S,72,10,18,A,Z,0.1078,2/14/2022,12/31/2030
816,I,73,57,109,C,Z,0.0039,4/8/2019,12/31/2030
817,I,73,21,26,B,Z,0.0696,10/10/2011,12/31/2030
818,C,82,40,260,B,Z,0.1115,5/4/2015,12/31/2030
819,U,72,21,25,A,Z,0.0406,6/11/2012,12/31/2030
